"method","sim","SBS6","SBS18","SBS13","SBS2","SBS3","g","total_muts","total_abs","prop_abs"
"all_data","84","-125.156309637376","-60.4381917613844","86.4899242809628","-123.630819996597","222.744397859841","50.5","5145.81","730.228145170685","0.0657246798117504"
"all_data","85","-193.222947380882","19.8924166449888","8.04538900059578","-32.3311429225533","197.627253173221","50.5","5477.15","607.431638178307","0.0713535892375637"
"all_data","86","-204.122850829947","-50.2408689730674","-77.6241819739133","29.3161289604348","302.678707866454","50.5","7174.8","920.970905255399","0.0754169229189391"
"all_data","87","-164.845673429282","-67.3448390925043","-10.4922928627069","-22.8361909218526","265.527184093545","50.5","6594.74","713.226792438547","0.0722983928643706"
"all_data","88","-98.2563058329816","-127.729318236605","5.74951682967444","-49.7120595685814","269.962703326415","50.5","4913.9","619.104234901571","0.0617687852201348"
"all_data","89","-160.071519539437","-88.4046312294917","40.0893472633495","-77.6511374194878","286.048221065016","50.5","5639.36","815.799018805264","0.0761059117612035"
"all_data","9","-87.5396474003018","-95.0709516264677","-41.1362512605122","-62.3740991308867","286.131242440819","50.5","4426.17","614.120314535627","0.0648621826929868"
"all_data","90","-80.0854446376656","-60.705228290037","-7.63221643998074","-31.5166518223969","179.948305497259","50.5","5223.57","490.89554115836","0.0485990283912731"
"all_data","91","-33.781332586626","-55.1765944182464","-48.3388240127755","-83.0997716367573","220.409593116465","50.5","3609.93","493.770750827608","0.0634437849731243"
"all_data","92","-80.3972390611026","-72.533566409254","87.1696870103023","-195.980059835501","261.751863544472","50.5","5163.84","790.541925586844","0.0580111651006467"
"all_data","93","-136.670726841049","-45.6174449426828","165.420933062963","-200.753038429999","217.628855854317","50.5","7025.53","838.600020592901","0.0619006097032484"
"all_data","94","-142.082519282808","-12.3678857897205","106.683153796443","-131.149511648039","178.927430382605","50.5","5167.3","659.855207943065","0.0664781036865302"
"all_data","95","-156.221861381324","-76.2427965338531","-15.0954365092448","-30.626245475426","278.19354683092","50.5","6093.01","718.242244018754","0.0730568126425927"
"all_data","96","-138.898573779734","-61.7322290609915","-14.5522631493384","-25.8497813624175","241.0425773559","50.5","5461.03","600.431701207069","0.0677698567543584"
"all_data","97","-145.43115072569","-59.3935506746237","72.1353833720773","-93.1144876230392","225.812541776593","50.5","5805.04","682.27001944528","0.0693144797447598"
"all_data","98","-92.5297869584742","-64.7280458633363","55.0929198907572","-86.1982932194778","188.37290537052","50.5","5078.44","568.789976611591","0.0544202704433232"
"all_data","99","-129.036493899195","-16.1085783684253","148.495385561491","-189.07916458136","185.73713683684","50.5","5118.02","753.715087198805","0.0650559044240376"
