"method","sim","SBS6","SBS18","SBS13","SBS2","SBS3","g","total_muts","total_abs","prop_abs"
"impute_and_stabilize","1","-23.5388178728613","30.0462769113012","13.4284489168217","37.2109157075764","-57.1468236628376","50.5","7920.61","343.332858654068","0.0215698885703146"
"impute_and_stabilize","10","3.46061394451669","-84.1423411445925","-36.2217135934515","31.6291834888117","85.2742573047132","50.5","7279.51","362.95222193374","0.0239917065752098"
"impute_and_stabilize","100","-7.96703321578298","20.3539488410556","35.0726285042679","-27.5368458116365","-19.9226983179031","50.5","7288.27","283.332627209867","0.0193790109699657"
"impute_and_stabilize","11","12.6196381911429","16.4354407969961","-23.651026736691","22.677414119605","-28.0814663710519","50.5","6451.68","249.364833046859","0.0186886562901624"
"impute_and_stabilize","12","57.9160515386634","-171.681462758403","-25.5341734683686","41.1870435889135","98.1125410991965","50.5","7307.42","464.393343918669","0.0318215733737218"
"impute_and_stabilize","13","101.047683161815","-153.008489407043","-105.772587557176","97.2293269972258","60.5040668051784","50.5","7880.38","615.591167673283","0.0351204489233178"
"impute_and_stabilize","14","-12.5115434771447","-4.1967421600048","77.0886616700898","-51.6765933961791","-8.70378263676117","50.5","7995.83","355.060183025873","0.0240652381156904"
"impute_and_stabilize","15","22.3223207339201","-24.4763996801367","-25.0577859470213","40.3155096777439","-13.1036447845072","50.5","6400.22","245.480709483767","0.0179987868336408"
"impute_and_stabilize","16","-97.2318976656855","57.5217978407559","-17.1307741946947","-56.6999795195055","113.540853539129","50.5","9182.32","499.230434048386","0.0326861965080444"
"impute_and_stabilize","17","10.5426127575704","-36.9775744695455","79.5777212483915","-18.7817091458905","-34.3610503905245","50.5","8393.86","437.382045885013","0.0271192062523997"
"impute_and_stabilize","18","-96.5933587488191","-197.263673241114","63.0738925071572","26.9348831062669","203.848256376509","50.5","7962.14","677.421069922719","0.0504354260634512"
"impute_and_stabilize","19","-10.0179529663053","-48.4387405807439","-28.9607034274055","14.5025911062473","72.9148058682058","50.5","8946.67","454.195619497756","0.0285759442868844"
"impute_and_stabilize","2","-67.4904810100076","67.1351030992876","35.6022775753223","-53.459359145242","18.2124594806407","50.5","8023.5","373.481454596044","0.0241866464003395"
"impute_and_stabilize","20","-31.0746924875455","-112.968500553683","-21.139358185111","101.18886384143","63.9936873849086","50.5","7709.36","472.170357432291","0.0305151597939481"
