"method","sim","SBS6","SBS18","SBS13","SBS2","SBS3","g","total_muts","total_abs","prop_abs"
"random_split_and_nmf","1","-174.316879621396","-68.3558180483736","121.159208530958","-217.756480392065","302.539004053751","50.5","5919.51","1006.03192961063","0.0861787598280929"
"random_split_and_nmf","10","-197.958127465807","-113.362036542024","-11.9897804460099","-146.752672583358","396.068421653887","50.5","5308.23","1003.30031221896","0.0995883718946594"
"random_split_and_nmf","100","-187.992270529863","-33.8747439988028","70.3995790441922","-200.557576833765","295.589373955385","50.5","5281.34","940.693141535823","0.0851213628571364"
"random_split_and_nmf","11","-109.397240556798","-7.91245440544548","-58.7224438496262","-118.945322732771","256.102457338592","50.5","4444.03","680.706267240006","0.074118635676257"
"random_split_and_nmf","12","-161.934999681007","-109.237991337982","88.56803268123","-227.766285869657","360.151209325438","50.5","5332.32","1045.70451511414","0.0942622968851747"
"random_split_and_nmf","13","-168.227868637292","-81.0985289984415","75.3570596839696","-204.051719156714","289.695875843505","50.5","5869.85","975.58389781192","0.0888742094431664"
"random_split_and_nmf","14","-170.383380281735","-46.874458041706","-60.7731279505061","-35.3166310845708","263.769882981769","50.5","6002.12","954.035266602583","0.0847090347651353"
"random_split_and_nmf","15","-129.895457083792","-57.4849003152391","-26.2561988017485","-126.142294985726","264.100570102332","50.5","4422.41","733.552395830107","0.0819873903244689"
"random_split_and_nmf","16","-205.299764892662","-102.195596483797","2.12182475073522","-188.538489992148","382.738760853347","50.5","7182.3","1051.86523205626","0.0840532157874075"
"random_split_and_nmf","17","-132.505574645659","-89.5903643775951","319.371438846415","-351.737583144786","262.840462627762","50.5","6395.54","1272.93339512531","0.0860031172728177"
"random_split_and_nmf","18","-219.474694918091","-106.272822263738","227.091757772905","-350.892772156678","388.679432857541","50.5","5966.32","1406.68066487527","0.115488284864934"
"random_split_and_nmf","19","-175.851818323647","-68.4733667616014","94.7826771422112","-190.036063213241","284.784702535375","50.5","6938.11","947.552113316363","0.0853726433170464"
"random_split_and_nmf","2","-180.010496178545","-64.3456938195522","-13.3485627284391","-106.217187284526","310.830961755938","50.5","6041.34","894.719456860998","0.0831537830637114"
"random_split_and_nmf","20","-186.531884162636","-107.914663547601","44.7417588368691","-153.850920983863","369.225467202505","50.5","5716.33","960.593097098508","0.0918758513697635"
"random_split_and_nmf","21","-121.571562454497","-97.5025869822442","209.021634584852","-319.260602344116","274.622307726645","50.5","7453.24","1102.45389450968","0.0737113452810333"
"random_split_and_nmf","22","-153.526386842198","-71.6816938135582","-40.425003798787","-181.193249881819","295.28689363618","50.5","5453.23","852.496933403472","0.0790895590258699"
"random_split_and_nmf","23","-124.851894849029","-70.4749522955465","35.2577819076407","-190.185368119354","285.442014187535","50.5","4954.13","843.278769741004","0.0788249218949242"
"random_split_and_nmf","24","-166.971194005574","-27.730325470417","112.634664176878","-264.412112664408","253.141467924311","50.5","5902.6","928.944117640482","0.0811704719703821"
"random_split_and_nmf","25","-173.461057015871","-107.975485369376","145.00608889643","-215.784358835359","336.665091416275","50.5","5403.9","1122.40516804286","0.0933175174584472"
"random_split_and_nmf","26","-162.788205757636","-76.5563457038762","58.7847065380462","-209.882693747163","286.616795299996","50.5","5364.74","883.738151648634","0.0806759861146805"
"random_split_and_nmf","27","-173.203138847434","-35.5918516874289","153.001791468676","-221.441250681851","252.816503379733","50.5","5851.01","970.415230257934","0.0849769139107838"
"random_split_and_nmf","28","-178.700953916154","-63.6371483747296","115.032891000663","-199.284093305843","284.804003635736","50.5","6780.95","999.646623322445","0.0788573071061435"
"random_split_and_nmf","29","-167.589374394754","-88.5697382149763","7.63706797733067","-141.424777652078","340.40405934562","50.5","4889.72","895.217674905142","0.0895729917154812"
"random_split_and_nmf","3","-166.260402270868","-57.9112069454867","53.0752951093319","-241.983413160931","323.485049302071","50.5","5041.35","964.212330540747","0.090749344533601"
"random_split_and_nmf","30","-213.099955980755","-45.728146254563","-95.5122911540042","-44.030869421434","323.266235806795","50.5","6621.67","935.097474662951","0.0860029688016119"
"random_split_and_nmf","31","-169.167073935917","-19.5918018163875","9.2847310917733","-245.529088288469","323.426750092831","50.5","5534.03","929.259787619829","0.0875063328913886"
"random_split_and_nmf","32","-124.163078024579","-64.0744355024423","-68.2913292907725","-127.842613701287","328.240443038866","50.5","4897.72","782.757001245088","0.0809249383982454"
"random_split_and_nmf","33","-179.202948271459","-129.139172288715","-37.8411243714099","-123.697383610309","423.218760620348","50.5","4614.31","986.696983677143","0.101776287668471"
"random_split_and_nmf","34","-176.71282625212","-47.4263218016962","198.946884301498","-293.781662344376","276.622992029209","50.5","6298.54","1103.81479600007","0.0782882995804313"
"random_split_and_nmf","35","-166.250314004324","-101.799332492343","25.6601775694844","-174.415696165104","338.040644096564","50.5","5958.91","932.08801365858","0.0839093985114549"
"random_split_and_nmf","36","-165.845525506369","-37.8950116256643","100.822877849292","-249.592477608037","270.179814411125","50.5","5651.68","1030.32170377394","0.0862965556270228"
"random_split_and_nmf","37","-145.990533471013","-58.1107345430827","10.5408429166617","-151.361489716963","283.000224955897","50.5","5998.93","808.297459295434","0.0743808528788073"
"random_split_and_nmf","38","-159.641817400247","-44.5167411939391","9.02804479463975","-188.285725541187","273.438892355636","50.5","5530.07","838.699350100799","0.082852925761832"
"random_split_and_nmf","39","-138.510789756542","-66.7426333005401","-62.4294487047504","-123.475260241239","350.134615006153","50.5","4426.4","832.065184100909","0.0907790232066774"
"random_split_and_nmf","4","-179.736724297253","-78.5982888352473","364.309639509525","-489.988410786969","308.608294353087","50.5","6872.29","1530.68894510039","0.0979389861130933"
"random_split_and_nmf","40","-147.540472877819","-114.965673382401","36.9072305680418","-205.995953486594","357.524764162288","50.5","5598.84","970.517862692798","0.0849863910377448"
"random_split_and_nmf","41","-181.033906495746","-66.9196709154199","-37.7340246580041","-88.7316332030426","335.056621062212","50.5","6979.69","969.077504934385","0.082473660578331"
"random_split_and_nmf","42","-137.772789315588","-70.1497796339309","-48.7416159525081","-253.108890253449","390.315701865143","50.5","5431.5","1071.0268991841","0.0939113919512806"
"random_split_and_nmf","43","-173.010552510452","-50.5466974355435","60.3137845440416","-213.056422534069","278.676684413049","50.5","6187.81","896.151008584438","0.0765214523479837"
"random_split_and_nmf","44","-161.048184392249","-59.1146869837966","127.527003925314","-231.214557491311","261.690660114263","50.5","8029.23","1031.92031112043","0.0830990725927621"
"random_split_and_nmf","45","-162.634951351917","-93.5617834962741","-10.2016790144849","-157.802255832302","344.489318787034","50.5","5560.73","907.366578275978","0.0816119705137377"
"random_split_and_nmf","46","-204.820607376975","-53.4671186925129","240.165014153817","-384.209422528775","296.762778357323","50.5","6123.22","1323.01901599698","0.098735511386304"
