"sim","mean","se","upper95","lower95","upper90","lower90"
1,-73.4949409054111,147.531820369063,249.043732983751,-352.343978216752,203.75472571096,-297.200041603279
1,394.773085695651,310.071724944767,952.225455698039,-265.519136581784,858.341079433969,-134.100532133954
1,-48.2672042039742,466.525060352601,706.182611948245,-1096.89145234637,631.352453237467,-871.457686810521
1,-85.4171151797532,370.603272646212,505.268382574434,-908.577250212584,390.620806963952,-719.493581634415
1,2152.57884842101,398.486050274434,2998.32636271415,1418.68938035526,2885.83740263647,1537.09165371293
2,-151.399087538914,185.189632923516,212.352939539766,-512.393886679181,151.506509218703,-450.386200854618
2,56.7794525587783,285.682922821387,622.558041439623,-433.0655416932,531.497404600599,-384.183839777783
2,-30.6939084954123,406.332345620618,697.212602490431,-923.316936590192,599.155345811332,-728.911869984474
2,-131.117238096683,382.672912904848,458.142440332439,-1042.87002072403,390.787724409625,-833.38032243289
2,1672.64010086637,472.18821066748,2552.05024337045,727.740388204663,2438.93184746503,907.306780876133
3,-120.895008457799,171.657966609305,248.25198507324,-459.167576972236,168.90079225938,-383.11704585762
3,282.75369454241,278.798041931153,821.037033288851,-240.381500285008,710.663602047382,-192.209880851029
3,-34.8948816268157,292.644924629505,484.655297936687,-653.649363833539,409.876851413767,-570.080464629518
3,107.207711198077,231.170695648171,512.44990077058,-425.784757594632,443.303186902158,-285.334063697991
3,1865.24858184403,373.03673490528,2633.13758278752,1140.73646390307,2495.32545925745,1272.92852672106
4,-205.146224925364,240.053595087303,240.30190460238,-676.509940231107,167.917680088083,-595.983729064363
4,90.44699748153,381.071318707704,911.163207908858,-563.410790538761,701.701993995183,-436.606370438105
4,707.348160859639,213.792869543567,1082.71154970733,271.897617311735,1035.50320596403,322.022622399419
4,597.951489219958,350.86771778133,1438.687019857,81.401222228229,1308.33673616903,130.698882915679
4,1238.29800120633,597.036672133331,2290.94345135352,50.4619092281152,2183.50866915163,282.362783193816
5,-105.842981679049,160.08633938915,232.14568207008,-418.777141623452,149.917805294652,-362.06738130997
5,229.736214016152,303.588563002587,812.502115120574,-296.117615185552,716.271784994145,-246.695011131938
5,298.020302600968,194.71838096152,669.021590656821,-83.2063144190005,607.889358510877,-10.2909346881736
5,197.284898883794,147.327912961548,516.266643405085,-74.2788822279392,437.735090475645,-18.8972090534497
5,1650.56898262915,393.82875581696,2398.11797875464,900.002597606011,2279.41738876741,1030.16175501909
6,32.5114191050982,146.758271898521,352.752224295271,-212.521607513591,296.529300787672,-188.121156400637
6,88.288335402803,233.103065419283,577.150105377198,-333.314299893243,468.51901311122,-262.846245287194
6,234.28705845183,238.088807846638,685.810888543849,-296.997720454922,606.540278877058,-146.073898907216
6,80.3723395252452,205.299782089672,585.498309527315,-282.033001482578,411.49799120477,-217.229016706751
6,1553.01980420055,357.242377603491,2250.80115578369,814.027027318439,2143.18034629506,944.995468376585
7,-220.787021939617,199.655131689266,212.738178929383,-621.712979418349,97.1343225417874,-558.156642638698
7,-41.813529743421,282.434536573406,646.667899148378,-529.880367215835,411.059086519461,-442.435266905409
7,498.353451915202,356.453095965354,1143.76315987956,-160.328501060019,1071.09615925833,-92.3170619368077
7,784.149290348566,398.26619574637,1714.8053085269,179.336039501154,1567.72366465568,212.591995017955
7,1524.87013895216,400.033622574434,2289.74718818237,778.14321614581,2186.67154068617,883.653019499365
8,-202.138379103033,196.949220933033,235.396433651513,-524.480543439872,161.321166157065,-491.859031087107
8,404.22491516332,326.640954761802,951.683706670193,-272.275810291358,873.681965251251,-185.750102911518
8,544.197078415696,220.241169489966,919.896556791193,86.356670092079,857.484446594925,182.898504237795
8,149.441908166316,179.157278544606,612.884119699663,-110.695450168614,533.643503503226,-78.1536705807563
8,2510.74813355221,357.159648130171,3158.72228554392,1766.35604932524,3075.38254633165,1899.52118006609
9,-226.083438178671,155.371395313183,69.5299809814614,-509.742370053717,27.7994704099048,-474.589217344203
9,140.569476994123,269.480091087306,632.967986655016,-372.447696211584,551.624353785545,-312.596230771315
9,146.965239719575,245.012451364091,577.765649664143,-359.431682303053,511.942865272623,-283.438315251889
9,17.1526182558924,118.27141463997,265.668894235851,-217.299121428736,205.041041936752,-169.205376237705
9,1720.5807947986,389.61809181561,2474.85187540845,978.917505369459,2313.53007619825,1089.62769224029
10,-96.0991309167466,227.987179928061,441.929658368209,-457.68001566156,322.542935705184,-413.645661264086
10,96.9043369616158,384.395191199964,805.106079230023,-520.410579660316,683.750711791777,-461.512524835095
10,421.865583329336,271.406902258995,909.250629770496,-137.51354118297,842.960663835914,-19.2904729965493
10,109.195122803617,183.939711775787,502.314959293465,-197.405140283927,442.856648093313,-145.101887811594
10,2331.50700289554,412.353942523838,3085.78824894434,1468.79947254624,2971.34050146572,1646.23560358781
11,-69.9067271968746,161.470548183577,249.977945699505,-403.007557894746,200.002802396329,-313.937002759827
11,88.5423415558469,227.565831932763,545.796256760431,-352.733090848724,471.01046160231,-287.247330530204
11,212.744427422597,231.786973554703,646.936359709067,-256.15640465232,576.527537966742,-170.668036339665
11,-30.2935687632325,142.026613882137,244.728797178886,-323.631711544757,195.287514665896,-272.823059947303
11,1390.59337981015,365.997945588183,2153.70207003655,685.126354132898,2051.51021021604,833.938292277393
12,-74.3675830460004,241.513809726931,441.549653702801,-507.100169934164,312.570009565789,-441.877644433691
12,102.441476903591,357.097418546938,818.18382284313,-516.679642557348,649.317932624756,-443.040582433908
12,128.432716842632,290.023221758636,658.741381531692,-511.001782546537,590.934938216944,-365.918631868439
12,152.157643166275,234.483087180503,670.420214825988,-326.974638621505,519.725612648064,-222.094852520688
12,1759.7015708166,331.401010984377,2420.45591054475,1126.49058808025,2279.79648569647,1222.84308808252
13,-125.036583984697,194.283351044439,261.377628512058,-470.710579700328,177.146318638888,-423.543835201084
13,233.421896777676,317.686248582666,868.676304968196,-370.045227912916,756.924747889222,-296.421844630182
13,475.762013135054,289.019943759172,967.925598301313,-107.052178711493,905.810245971204,-30.4942992265627
13,320.609229205824,226.949856217222,806.797839732196,-8.72339101346405,725.684149488589,12.7259538652811
13,2036.90692556882,405.11742825898,2833.23139565514,1316.55041174828,2736.78342247316,1394.45267908117
14,-41.3515810182158,177.348242548576,391.655687978855,-322.901582219897,276.918034647988,-283.872017129475
14,259.647546864276,281.367187579507,831.327769992087,-263.259612465977,722.112298287342,-197.368447351852
14,472.043513076847,274.633339893864,1012.69812102754,-57.2697696436867,908.689619442026,12.8484815765101
14,364.316965133453,247.936636222805,922.266988006116,7.4507508209711,852.918403493794,30.7174936418302
14,1944.31035673714,422.176790504968,2717.57057569538,1106.56971414706,2623.82660830914,1225.81122585758
15,-136.619440523561,161.606411913744,229.227094112197,-417.372686204391,171.905450568152,-381.259111740058
15,281.306047175186,292.598867708187,824.842260997922,-265.767961772633,753.904824987876,-210.739989179314
15,375.734851405414,223.402829007732,817.45520875953,-80.8505616513757,737.857513426187,8.41793505152478
15,94.305092457085,135.701135300398,419.69894608118,-135.537081938298,350.032875269882,-110.470306113737
15,1954.829369362,320.925300778219,2534.317737203,1280.7366288187,2452.68419182042,1400.53281440536
16,-175.809122483685,253.01212231353,433.960680161883,-603.431285389016,242.177670842971,-547.402507778888
16,100.37815901153,432.604113748243,1093.08768545047,-643.411229354369,946.052761743082,-515.061800739918
16,-283.001032239437,558.09555237991,589.436076788994,-1609.61882851432,477.955968705428,-1261.66136886021
16,-386.243018716333,556.270715068425,446.869047131793,-1684.19492836909,329.466900298157,-1395.76823296562
16,1622.97391849733,467.261640793386,2546.1512171161,726.483493379124,2371.36404780805,837.912399344886
17,-195.212902044834,214.765256165967,265.754377201408,-552.140716337475,155.770722780302,-497.419309288049
17,207.223739619067,474.245053417068,1214.47141940353,-549.977368871074,828.399149820047,-389.13633311503
17,346.824528798164,540.744578947782,1005.43213475705,-1086.6718963954,952.897231942207,-808.923603686981
17,-56.4661826124624,582.225339418399,812.17229567432,-1491.53034937777,734.194321469484,-1273.71248990638
17,2763.68107699055,436.89401243526,3373.6771897392,1861.84985454914,3308.90086722103,2056.42753420878
18,-46.8255329774223,197.492429937049,325.80624284724,-402.851121724619,289.997936809557,-348.262201407891
18,243.989398525906,394.663268543545,1209.1138155553,-333.559693053851,871.815327649169,-282.616581274317
18,275.420943217093,399.38519627603,922.234871312543,-574.419109679069,829.599064385917,-420.731024532639
18,144.434530915718,267.798448025142,692.75432663231,-390.93208642426,562.156795569386,-287.322067507815
18,2033.69860866874,424.488325128945,2877.86819249379,1207.36399091161,2731.823349971,1313.10922144284
19,-98.7103864936802,254.548143025323,429.168186863997,-531.450216429457,321.711879592457,-453.646925410509
19,130.740473725025,389.058089091505,940.327261328454,-592.025574296976,785.364110071665,-468.19539499432
19,274.512172159175,466.786070783578,1018.82854509042,-745.26249053024,944.024851312548,-503.405465425773
19,257.457044928627,403.75118972481,1154.45906224595,-642.250422911532,932.732971539987,-412.350937252855
19,1476.30156747389,420.28721671792,2228.6659748145,642.820735373964,2127.26867037433,769.270073195429
20,-130.202876978034,139.003735805723,206.228201129184,-403.442386113613,100.724392098438,-337.045037591322
20,90.3020762830138,252.142092343305,618.310380156112,-362.4749525432,489.202836557341,-289.257664190096
20,469.539771900254,285.709344835454,1047.07517177659,-57.3547014711584,925.578365813363,29.9239077798347
20,383.11893821451,265.755121614818,982.90102527589,-37.0807217458459,845.229658052977,-1.40014878186883
20,1647.90178753632,385.378525621785,2412.9654999339,947.483620163315,2282.46731869906,1049.88472940483
21,-135.922829200616,197.632662777226,330.596937911911,-437.448945034664,226.355421245127,-396.916398579978
21,366.225491970495,459.707589220934,1410.21812231996,-413.3692805777,1058.3438220116,-301.42879110606
21,261.141384504061,602.678732863876,1098.68188845824,-1075.7609009143,1009.59940341291,-747.31485432811
21,229.387647281864,589.365618826561,1251.43107310601,-1014.26873863232,1128.66887280631,-739.930166496536
21,2367.00789525703,493.977743423675,3242.59988975736,1082.53905927347,3075.61591675871,1459.30028411263
22,92.3650425190253,231.29408804205,630.507732495048,-323.400371325166,427.844724981224,-269.555786765964
22,366.056396692828,765.177601573094,1893.97145079093,-672.593359786275,1608.23165087751,-279.636214668584
22,-721.863754633404,717.074470681531,184.95296455917,-2427.53153130064,108.969635139368,-2087.57292281992
22,-696.145067110723,702.978317033193,196.339545594327,-2500.59992531633,127.891449886076,-2147.3172773375
22,1650.92766294076,630.203853046708,2662.11677309137,-48.4164022586145,2562.31223786855,293.897914379098
23,-26.672129567334,153.115977876007,301.739860597924,-300.435052823625,217.913704511185,-256.765850532991
23,385.299501173894,292.705588926664,937.615833874988,-183.016762525707,861.688573565568,-119.840640761571
23,326.061619295006,213.918446717068,735.946353566931,-88.9102857725585,669.86749596405,-12.9892854666126
23,223.64940627,210.795898129273,695.872634304309,-174.057999698061,606.814458950539,-80.9565114947987
23,2091.67677083843,375.617157991037,2793.59108659722,1366.72663279486,2715.62967739763,1518.65269956164
24,198.035195584033,240.239738443503,670.745488125529,-195.11280250467,599.965653651866,-162.114104342708
24,-158.207516250975,235.454423390848,291.573079478434,-603.891906781661,234.579470294264,-542.338535658386
24,234.097301998328,334.991763584959,819.515679030417,-468.786462903534,767.415276222064,-333.484442213831
24,315.778461042183,270.804858339432,882.349762135716,-200.897237832722,746.982171046264,-65.0387854768428
24,1792.03185042578,463.490286783497,2582.66535131365,844.672036604727,2510.3020355217,1001.10319039313
25,70.6644103702987,184.387400767764,517.140353886199,-212.313348798003,402.619818398196,-178.910522660246
25,191.734169084912,335.886292329443,1006.45892622628,-353.281677998893,785.459779590752,-294.722738060446
25,118.126147130037,307.753042897019,711.614767795327,-514.259995866284,635.892110254566,-396.827847779698
25,33.4158058409784,227.06578093187,491.055597662149,-420.053531316895,411.134959968581,-338.017874321859
25,1914.30056483025,429.525905059775,2749.42298089289,1116.99647570153,2638.82310285757,1184.46193351774
26,-170.038172930522,153.162156701712,154.744503517255,-472.187475816051,94.1400049622183,-414.69104727077
26,420.156913762303,354.324994734058,1072.68210527498,-249.860829858514,997.292599767457,-169.791810167168
26,515.623297783348,231.891792907812,991.285173456774,75.5745878547632,914.009923205551,139.321982209887
26,132.530957145922,183.614272341165,573.757189789552,-164.026312302767,481.287325015784,-118.535458456691
26,2023.76721137229,372.13811982909,2798.6314922122,1290.81518748102,2651.485992092,1456.31478853911
27,-362.12403226202,252.266156495181,199.066946682082,-782.120886173364,109.278067104826,-742.640323697003
27,147.777095715746,603.862365813788,1092.77811421098,-730.396461230459,958.573402999064,-594.875875538881
27,-216.199390196423,670.068299962778,681.292518555428,-1770.3373224989,624.657419480741,-1500.97224365301
27,-254.631975916489,669.285676639812,539.934519262858,-2164.05264638798,461.233294847147,-1629.33024369857
27,2111.30224613763,457.085632867223,2887.44065434463,1150.32275713568,2808.91618319666,1325.95475947857
28,-234.444788758711,240.216066247552,258.576632394183,-703.577768240751,178.793296354813,-619.56305917555
28,-220.742834864912,290.057847385014,379.376333578029,-841.638429091134,229.186431912515,-697.318416584858
28,-7.94912946518414,401.725161415668,748.063036316633,-871.312754671602,632.746829858205,-786.917376921438
28,-62.552099060467,438.420069532848,677.946524684412,-1031.97070276871,546.823121152763,-786.012945001533
28,1788.53123482511,390.265275660648,2564.06983794431,948.752250576777,2402.91063808048,1148.94656211408
29,16.8172662631215,152.812702256457,327.341379141502,-248.971105795783,268.688193313979,-222.29945751535
29,312.105604408306,254.406171150417,856.449797821867,-180.443910337236,752.399991751558,-115.597864110837
29,269.375153816491,195.97530806905,645.234837617972,-107.015582766738,591.337464835455,-56.7897086319826
29,207.198076824198,157.711429407426,536.00363856263,-53.6525059346783,472.788536106366,-12.2287081303713
29,1672.90655029293,349.935809105361,2381.1598328181,969.87090685855,2216.03065568116,1106.33230117782
30,-167.309509805688,255.374593959068,347.166437938415,-613.253201218178,240.634529290478,-570.259446635343
30,180.024839096499,672.934681424563,1240.5374338771,-678.999404217217,1066.38229156754,-454.073027169767
30,-233.25756409333,709.048605803261,716.91704031873,-1951.98160387891,655.522292914708,-1563.62151259462
30,-233.47142309197,618.784801503038,577.443760973076,-1898.62386946819,450.736320442708,-1616.46395929386
30,1910.57354654121,553.931595858877,3003.48789266997,744.129861084031,2837.42771049728,1020.38524823274
31,-218.368653820442,213.712982132884,190.024817570949,-650.381248100474,126.967470704362,-599.215304843492
31,139.569396951652,367.988935232983,903.478670244709,-535.105639604114,754.560508764688,-426.314155656299
31,16.0231337605948,251.708291676591,446.706539668597,-524.743149436636,403.69694314659,-432.032138714816
31,-66.9388799388532,235.411908433101,349.24066997612,-568.798725289197,291.33244401215,-459.005291285126
31,1373.06885074827,509.678738661208,2301.61081355041,373.378176016485,2187.59404350811,543.615191340126
32,34.1130866383062,127.821666086451,285.480483732665,-232.775280290038,225.987401264766,-188.438388848797
32,264.309312246923,244.042062642884,770.668140135257,-152.908374155403,688.834435867711,-102.839990482502
32,-104.967068032557,224.825555419633,346.463504367848,-529.882958669111,282.437659409101,-472.006210662735
32,112.742931665502,182.374562043381,412.131779608384,-326.954831709641,362.855647764896,-222.342532891254
32,1048.35971643358,397.821210605008,1821.26864182558,294.08092863018,1700.04259169902,427.697589413642
33,-235.156676036571,182.152466797927,162.554593311031,-593.006252817856,41.4954712607157,-534.588728006755
33,367.577998683208,366.359004567274,1030.47488527977,-394.114381103636,930.641432399866,-285.26140772539
33,-134.045856275463,342.813129068668,488.244697226389,-882.439502251687,407.843767935912,-719.831644885946
33,45.8273606430343,193.078970739016,306.471151092414,-401.679730994972,263.528597572749,-325.764222273877
33,2375.91134603629,439.169405343696,3139.5150958155,1474.61580121914,3065.89745692132,1685.98053291933
34,-71.4681634601175,213.943485359592,389.165020351283,-450.963779897969,304.060586815254,-396.377327262161
34,319.41730942405,357.082865899309,950.252153570751,-374.642847566462,878.125771686889,-304.9881033206
34,566.926395951342,203.167346747634,886.923299198864,119.419497908145,845.534145847034,206.063275434106
34,572.046440202637,258.336649180983,1229.06888540762,203.348295406032,1118.05639999541,238.295331455746
34,2114.55100646987,593.618205813164,3108.34969634933,930.248609649825,2992.02923531569,1156.23601769099
35,-154.040213067555,189.041251011733,352.85790272155,-467.965658357878,201.747801133982,-413.988801947109
35,173.986778245994,378.584793281278,891.828000197735,-507.538086113887,766.6886566134,-411.480003592717
35,-352.781019828026,600.818500347475,580.262226003351,-1944.89189224113,478.9028691476,-1486.14282358906
35,-237.868261597459,449.343469047035,358.199345736074,-1378.59244920475,291.69107880001,-1172.19987698277
35,1922.76936139048,417.122824781323,2728.42857218348,1096.21619263401,2610.54105007466,1238.97326687167
36,-179.339953042919,224.318106534593,322.674134574826,-564.742068743047,225.972945113061,-501.974113507781
36,79.3245208207668,355.321369989179,768.59364306923,-548.994029272733,663.783214920301,-496.080476226809
36,232.779174386768,381.161296563514,786.333164473199,-685.024806870626,740.921649704584,-481.811841099287
36,144.659378974109,482.729388151557,999.128511701113,-935.617249518299,797.149538705372,-710.59740368385
36,1959.27904834634,405.673577020249,2759.84565302434,1154.23311006461,2602.72040183402,1263.40988382835
37,-193.86213115606,195.211509789612,202.974730462078,-572.712116894232,129.501163733767,-485.732816697238
37,-214.747234414491,303.050421362117,282.932859664204,-807.590937848622,218.268470455932,-688.058317265001
37,-661.140667838109,794.248696880951,550.607838342779,-2639.38540938725,384.71388272848,-2168.62190994047
37,-574.882108782181,737.325319138003,320.929846598423,-2626.989758539,218.054970038818,-2106.74527584141
37,1794.86272489231,455.114303936378,2640.04542165597,921.348475839971,2508.08494766714,1082.35840801192
38,-248.582644630462,238.620552078431,192.837796479519,-704.280505074849,99.9271166155108,-641.501091574129
38,242.791653033222,366.205428231518,824.019563636396,-488.220624671321,730.348587138343,-392.86700647523
38,416.470411508283,326.982159371772,893.241381724073,-330.602360060693,823.227291917285,-162.353928066516
38,120.149476734954,236.659383788763,644.376887011559,-290.683780707239,539.188174114791,-208.580290816085
38,2810.87692057224,302.846642692211,3365.25621107774,2206.46138458262,3299.32583764339,2328.67777049279
39,-81.3957179011216,179.483697335909,225.680438885223,-479.994655898158,190.912706339679,-381.68808809745
39,190.184163401656,258.816557983493,669.162945433439,-408.64147487237,594.830411047861,-270.070593825729
39,-114.221542088945,198.781597894378,243.023804820843,-495.42818596403,179.569637267106,-453.48952699258
39,-30.8794961359406,145.362250506716,237.393623335319,-339.381429034515,194.520655866715,-289.965776568835
39,1269.42481325075,411.533893330256,2107.10604223782,399.812011024127,1995.73181356208,658.208210428668
40,63.3550419436403,208.586542156055,561.502957165937,-272.563740880601,431.713091640738,-242.195914366041
40,153.944213140785,293.632834900911,811.017118343611,-358.346993902709,654.293513046582,-298.827713767376
40,159.773796462254,363.615207026403,787.785089513863,-591.561805846699,702.607095780171,-480.658233199861
40,100.72795709032,193.085228434087,454.635736069413,-336.373492945126,391.739700322085,-232.54933377219
40,1431.29490632266,440.921364032246,2287.23118144942,556.891761661457,2179.95094711286,686.433271911696
41,-176.465359284447,237.558751488057,349.805482632966,-588.206719387786,239.041356754979,-509.859252851446
41,-15.492112309981,330.687873371901,539.688301524506,-615.066168322162,482.971488538571,-553.818122697152
41,217.122668739627,418.362939969172,893.395395466121,-674.402799178671,819.854838096136,-515.867995288698
